0,1,2,3,4,5,6,7,8,9,10
canned beer,male cosmetics,white wine,ice cream,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
ice cream,rolls/buns,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
sweet spreads,bottled beer,,,,,,,,,
domestic eggs,dessert,,,,,,,,,
beef,whole milk,,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
chocolate,coffee,,,,,,,,,
cream cheese ,bottled water,rolls/buns,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
butter,yogurt,,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
white wine,sugar,,,,,,,,,
root vegetables,sliced cheese,,,,,,,,,
pip fruit,pastry,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
beverages,bottled water,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
instant coffee,domestic eggs,,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
pastry,frozen fish,,,,,,,,,
beef,pastry,curd,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
canned beer,canned fish,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
whole milk,white wine,,,,,,,,,
whole milk,root vegetables,rolls/buns,whipped/sour cream,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
vinegar,rolls/buns,,,,,,,,,
canned beer,sugar,,,,,,,,,
other vegetables,soda,,,,,,,,,
white bread,brown bread,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
ham,newspapers,waffles,,,,,,,,
onions,instant coffee,,,,,,,,,
soft cheese,soda,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
beef,berries,root vegetables,,,,,,,,
tropical fruit,citrus fruit,newspapers,,,,,,,,
soda,mustard,,,,,,,,,
canned beer,pork,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
finished products,popcorn,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
meat,whole milk,,,,,,,,,
sugar,citrus fruit,napkins,,,,,,,,
long life bakery product,semi-finished bread,,,,,,,,,
tropical fruit,rolls/buns,candy,,,,,,,,
root vegetables,hard cheese,waffles,,,,,,,,
whole milk,cream cheese ,soda,,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
pork,other vegetables,,,,,,,,,
pork,bottled water,baking powder,,,,,,,,
rolls/buns,cat food,newspapers,,,,,,,,
canned beer,other vegetables,dessert,pastry,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
long life bakery product,bottled beer,,,,,,,,,
tropical fruit,ice cream,butter milk,domestic eggs,,,,,,,
citrus fruit,white wine,,,,,,,,,
beverages,bottled water,,,,,,,,,
yogurt,white wine,,,,,,,,,
hamburger meat,soft cheese,yogurt,margarine,,,,,,,
meat,chocolate,brown bread,,,,,,,,
frankfurter,sparkling wine,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
beef,waffles,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
onions,butter,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
beef,sausage,,,,,,,,,
jam,cake bar,,,,,,,,,
red/blush wine,liquor (appetizer),sauces,coffee,,,,,,,
pickled vegetables,canned beer,,,,,,,,,
soda,whole milk,,,,,,,,,
pastry,detergent,dishes,,,,,,,,
margarine,whipped/sour cream,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
canned beer,hamburger meat,,,,,,,,,
other vegetables,bottled water,beverages,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
sausage,butter,,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
coffee,fruit/vegetable juice,,,,,,,,,
pip fruit,soda,grapes,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
pastry,chicken,packaged fruit/vegetables,tropical fruit,packaged fruit/vegetables,pasta,photo/film,sugar,,,
root vegetables,berries,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
meat,salt,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
pastry,brown bread,,,,,,,,,
pork,ham,,,,,,,,,
coffee,butter milk,,,,,,,,,
root vegetables,frozen vegetables,misc. beverages,,,,,,,,
tropical fruit,napkins,long life bakery product,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
onions,bottled beer,,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
whole milk,rolls/buns,cling film/bags,,,,,,,,
frankfurter,pastry,hygiene articles,,,,,,,,
whole milk,berries,bottled water,curd,napkins,,,,,,
chocolate,butter,,,,,,,,,
sausage,canned beer,,,,,,,,,
newspapers,soda,,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
zwieback,salty snack,,,,,,,,,
long life bakery product,UHT-milk,whole milk,,,,,,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
sausage,soda,,,,,,,,,
soda,pastry,,,,,,,,,
whole milk,coffee,,,,,,,,,
condensed milk,curd,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
meat,whole milk,,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
frankfurter,whipped/sour cream,cat food,,,,,,,,
sausage,spread cheese,specialty bar,soda,,,,,,,
herbs,spread cheese,rolls/buns,,,,,,,,
canned beer,dessert,,,,,,,,,
brown bread,grapes,bottled water,soda,,,,,,,
brown bread,rolls/buns,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
beverages,mustard,,,,,,,,,
pork,pork,male cosmetics,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
ham,other vegetables,,,,,,,,,
whole milk,sauces,hard cheese,,,,,,,,
other vegetables,chocolate,,,,,,,,,
pork,whole milk,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
whole milk,coffee,bottled beer,,,,,,,,
whipped/sour cream,tropical fruit,specialty chocolate,flour,,,,,,,
berries,sauces,,,,,,,,,
pork,candles,,,,,,,,,
sausage,pastry,mayonnaise,,,,,,,,
other vegetables,margarine,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
frozen chicken,dessert,,,,,,,,,
soda,yogurt,whole milk,coffee,,,,,,,
berries,baking powder,,,,,,,,,
frankfurter,shopping bags,frozen vegetables,,,,,,,,
meat,canned fish,,,,,,,,,
pastry,detergent,rice,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
rolls/buns,jam,cake bar,,,,,,,,
whole milk,sugar,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
oil,herbs,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
meat,root vegetables,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
rolls/buns,citrus fruit,pot plants,yogurt,roll products ,fruit/vegetable juice,,,,,
canned beer,chocolate,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
tropical fruit,pork,photo/film,hard cheese,,,,,,,
newspapers,zwieback,,,,,,,,,
berries,bottled beer,,,,,,,,,
meat,herbs,,,,,,,,,
pastry,waffles,napkins,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
misc. beverages,grapes,instant coffee,,,,,,,,
soft cheese,sugar,,,,,,,,,
pip fruit,margarine,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
vinegar,newspapers,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
soda,domestic eggs,tea,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
other vegetables,chicken,,,,,,,,,
bottled beer,root vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,pastry,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
UHT-milk,pip fruit,specialty chocolate,chewing gum,canned fruit,,,,,,
root vegetables,grapes,,,,,,,,,
frankfurter,salty snack,,,,,,,,,
onions,rolls/buns,,,,,,,,,
other vegetables,root vegetables,mayonnaise,,,,,,,,
whole milk,margarine,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
pork,bottled beer,,,,,,,,,
rolls/buns,oil,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
root vegetables,newspapers,butter,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
organic sausage,semi-finished bread,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
whole milk,soda,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
frankfurter,fruit/vegetable juice,,,,,,,,,
sauces,frozen vegetables,,,,,,,,,
rolls/buns,specialty bar,spread cheese,,,,,,,,
whole milk,butter,shopping bags,,,,,,,,
pork,soda,,,,,,,,,
condensed milk,margarine,,,,,,,,,
yogurt,soda,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
flour,ready soups,,,,,,,,,
curd,root vegetables,,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
whole milk,whole milk,canned beer,Instant food products,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
cake bar,shopping bags,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
hygiene articles,bottled water,candy,,,,,,,,
chicken,butter milk,,,,,,,,,
beef,ice cream,,,,,,,,,
newspapers,soft cheese,,,,,,,,,
bottled water,frozen fish,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
chicken,canned beer,frozen vegetables,whipped/sour cream,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
newspapers,rolls/buns,,,,,,,,,
chocolate,whole milk,,,,,,,,,
frankfurter,curd,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
soda,chewing gum,,,,,,,,,
root vegetables,soda,,,,,,,,,
tropical fruit,butter milk,softener,,,,,,,,
root vegetables,meat,,,,,,,,,
canned beer,beef,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
seasonal products,oil,liquor (appetizer),cookware,,,,,,,
soda,long life bakery product,,,,,,,,,
domestic eggs,pasta,,,,,,,,,
beef,other vegetables,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
bottled beer,newspapers,seasonal products,bottled water,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
tropical fruit,pork,cream cheese ,UHT-milk,butter milk,,,,,,
tropical fruit,beverages,,,,,,,,,
oil,butter,,,,,,,,,
domestic eggs,softener,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
finished products,whole milk,,,,,,,,,
onions,oil,,,,,,,,,
ice cream,napkins,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
other vegetables,pip fruit,white bread,,,,,,,,
margarine,butter milk,,,,,,,,,
ham,dessert,yogurt,,,,,,,,
butter,other vegetables,,,,,,,,,
chocolate,whole milk,yogurt,,,,,,,,
roll products ,specialty chocolate,,,,,,,,,
sausage,specialty chocolate,bottled water,baking powder,,,,,,,
whole milk,bottled water,,,,,,,,,
chicken,pastry,,,,,,,,,
pet care,pip fruit,candy,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
whole milk,yogurt,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
oil,misc. beverages,,,,,,,,,
root vegetables,sausage,whole milk,chewing gum,brown bread,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
waffles,other vegetables,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
whole milk,baking powder,,,,,,,,,
liquor (appetizer),yogurt,specialty chocolate,rolls/buns,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
pork,hamburger meat,soda,other vegetables,popcorn,brown bread,bottled water,,,,
tropical fruit,cream cheese ,,,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
tropical fruit,whole milk,fruit/vegetable juice,whole milk,,,,,,,
other vegetables,berries,,,,,,,,,
yogurt,pastry,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
sausage,sausage,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
mustard,sugar,baking powder,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,berries,oil,,,,,,,,
coffee,butter milk,,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
whipped/sour cream,cake bar,,,,,,,,,
bottled water,butter,waffles,,,,,,,,
soda,flour,brown bread,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
root vegetables,dessert,,,,,,,,,
curd,UHT-milk,,,,,,,,,
shopping bags,soda,soups,,,,,,,,
chicken,liquor,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
brown bread,yogurt,,,,,,,,,
sausage,soda,candy,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,sugar,,,,,,,,,
chocolate,dessert,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
bottled beer,soda,,,,,,,,,
root vegetables,bottled water,frozen dessert,,,,,,,,
whipped/sour cream,baking powder,,,,,,,,,
soda,oil,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
beverages,bottled water,,,,,,,,,
other vegetables,grapes,,,,,,,,,
chicken,root vegetables,,,,,,,,,
fish,chocolate,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
dishes,misc. beverages,,,,,,,,,
pork,butter,,,,,,,,,
meat,whole milk,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
other vegetables,bottled water,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
butter milk,waffles,,,,,,,,,
turkey,specialty bar,,,,,,,,,
curd,chocolate marshmallow,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
yogurt,whole milk,waffles,,,,,,,,
fruit/vegetable juice,whole milk,frozen vegetables,rolls/buns,,,,,,,
oil,bottled beer,,,,,,,,,
pork,yogurt,napkins,,,,,,,,
bottled water,berries,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
soda,sausage,yogurt,root vegetables,,,,,,,
yogurt,waffles,,,,,,,,,
yogurt,whole milk,,,,,,,,,
chicken,pastry,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
ham,beef,sliced cheese,butter milk,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,soups,,,,,,,,,
beef,sweet spreads,,,,,,,,,
ketchup,rolls/buns,,,,,,,,,
herbs,canned beer,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
onions,UHT-milk,,,,,,,,,
ham,chicken,,,,,,,,,
beef,long life bakery product,berries,candles,,,,,,,
pork,flour,,,,,,,,,
roll products ,rice,,,,,,,,,
berries,curd,,,,,,,,,
liquor,specialty chocolate,,,,,,,,,
hygiene articles,white bread,,,,,,,,,
whole milk,bottled water,UHT-milk,candy,,,,,,,
citrus fruit,waffles,,,,,,,,,
butter,pastry,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
other vegetables,specialty bar,,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
grapes,honey,,,,,,,,,
salt,margarine,,,,,,,,,
beef,root vegetables,,,,,,,,,
hamburger meat,salty snack,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
root vegetables,waffles,cream cheese ,,,,,,,,
other vegetables,soda,soda,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
curd,soda,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
soups,specialty cheese,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
frankfurter,bottled water,onions,,,,,,,,
butter milk,hard cheese,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
soda,newspapers,,,,,,,,,
brown bread,sugar,beef,citrus fruit,yogurt,,,,,,
pip fruit,domestic eggs,,,,,,,,,
butter,dish cleaner,light bulbs,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
candles,other vegetables,,,,,,,,,
sausage,brown bread,,,,,,,,,
pork,root vegetables,,,,,,,,,
rum,sugar,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
dessert,chewing gum,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
pastry,liquor,shopping bags,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
other vegetables,soda,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
yogurt,rolls/buns,berries,whole milk,zwieback,brown bread,newspapers,,,,
shopping bags,whipped/sour cream,,,,,,,,,
chicken,butter,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
sweet spreads,margarine,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
bottled water,chicken,other vegetables,ketchup,,,,,,,
canned beer,tropical fruit,,,,,,,,,
napkins,soda,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
whole milk,yogurt,,,,,,,,,
seasonal products,soups,,,,,,,,,
cat food,butter,,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
fruit/vegetable juice,sausage,sausage,domestic eggs,seasonal products,,,,,,
sugar,other vegetables,,,,,,,,,
other vegetables,tropical fruit,seasonal products,butter,shopping bags,,,,,,
ham,whole milk,candy,,,,,,,,
soda,onions,cream cheese ,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,newspapers,cream,,,,,,,,
sauces,shopping bags,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
oil,canned beer,,,,,,,,,
whole milk,mustard,,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
ice cream,butter,,,,,,,,,
beef,female sanitary products,,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
sausage,sliced cheese,salty snack,,,,,,,,
sliced cheese,sugar,,,,,,,,,
margarine,chocolate,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
yogurt,salt,,,,,,,,,
tropical fruit,pastry,newspapers,,,,,,,,
root vegetables,yogurt,tropical fruit,shopping bags,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
misc. beverages,dessert,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
pork,chocolate,soap,,,,,,,,
chicken,male cosmetics,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
finished products,pip fruit,curd,pork,curd,whipped/sour cream,whole milk,,,,
cereals,dessert,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,rolls/buns,root vegetables,,,,,,,,
brown bread,coffee,,,,,,,,,
UHT-milk,soda,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
curd,yogurt,domestic eggs,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
sausage,curd cheese,,,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
pastry,curd,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
chicken,herbs,,,,,,,,,
beef,meat,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
soft cheese,white wine,,,,,,,,,
frozen potato products,soda,,,,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
whole milk,citrus fruit,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
salt,napkins,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
pip fruit,bottled water,,,,,,,,,
turkey,whipped/sour cream,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
bottled water,sugar,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
chocolate,curd cheese,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pastry,root vegetables,,,,,,,,,
sausage,pip fruit,,,,,,,,,
butter milk,beverages,butter,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
cream cheese ,domestic eggs,,,,,,,,,
beverages,whole milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
white wine,cream cheese ,,,,,,,,,
other vegetables,white bread,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
brandy,dessert,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
brown bread,long life bakery product,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
yogurt,brown bread,,,,,,,,,
turkey,whole milk,,,,,,,,,
rolls/buns,mayonnaise,flour,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
bottled beer,newspapers,napkins,,,,,,,,
citrus fruit,citrus fruit,bottled water,pastry,,,,,,,
photo/film,canned beer,,,,,,,,,
curd,soda,,,,,,,,,
pasta,newspapers,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
berries,pastry,,,,,,,,,
butter,candy,,,,,,,,,
chicken,soda,,,,,,,,,
rolls/buns,bottled water,other vegetables,finished products,other vegetables,butter,yogurt,rolls/buns,citrus fruit,,
bottled water,soda,,,,,,,,,
finished products,UHT-milk,,,,,,,,,
tropical fruit,soda,,,,,,,,,
ham,specialty bar,,,,,,,,,
pork,mayonnaise,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
chicken,chocolate,,,,,,,,,
pip fruit,bottled water,salt,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
