Member_number,Date,itemDescription,year,month,day,day_of_week
4992,2015-06-20,whole milk,2015,6,20,5
3225,2015-12-06,beef,2015,12,6,6
2421,2015-11-21,abrasive cleaner,2015,11,21,5
3303,2015-01-25,bottled water,2015,1,25,6
3455,2015-09-13,other vegetables,2015,9,13,6
1484,2015-07-10,beef,2015,7,10,4
3591,2015-11-05,whole milk,2015,11,5,3
2487,2015-03-27,tropical fruit,2015,3,27,4
1380,2015-04-20,candy,2015,4,20,0
2786,2015-03-25,sausage,2015,3,25,2
1885,2015-05-27,butter milk,2015,5,27,2
1295,2015-01-28,sausage,2015,1,28,2
2184,2015-01-23,frankfurter,2015,1,23,4
4054,2015-06-05,rolls/buns,2015,6,5,4
3972,2015-08-06,canned beer,2015,8,6,3
1216,2015-06-19,canned beer,2015,6,19,4
1347,2015-07-31,whole milk,2015,7,31,4
4190,2015-04-04,citrus fruit,2015,4,4,5
3264,2015-05-04,margarine,2015,5,4,0
2942,2015-01-02,sausage,2015,1,2,4
2932,2015-01-22,sausage,2015,1,22,3
4049,2015-01-08,chicken,2015,1,8,3
1954,2015-06-08,shopping bags,2015,6,8,0
2321,2015-06-16,tropical fruit,2015,6,16,1
2930,2015-03-23,other vegetables,2015,3,23,0
3214,2015-03-27,butter,2015,3,27,4
4877,2015-06-20,root vegetables,2015,6,20,5
1277,2015-07-06,photo/film,2015,7,6,0
2239,2015-12-13,sausage,2015,12,13,6
4929,2015-03-26,turkey,2015,3,26,3
1390,2015-02-03,pastry,2015,2,3,1
1870,2015-09-09,pork,2015,9,9,2
3405,2015-03-04,photo/film,2015,3,4,2
2338,2015-08-12,photo/film,2015,8,12,2
2051,2015-11-09,frankfurter,2015,11,9,0
3504,2015-06-07,pip fruit,2015,6,7,6
3405,2015-04-13,beef,2015,4,13,0
2512,2015-02-09,whole milk,2015,2,9,0
4038,2015-06-11,root vegetables,2015,6,11,3
1759,2015-09-26,bottled beer,2015,9,26,5
2813,2015-01-10,whole milk,2015,1,10,5
3055,2015-08-18,other vegetables,2015,8,18,1
1733,2015-03-18,whole milk,2015,3,18,2
1913,2015-08-18,finished products,2015,8,18,1
4864,2015-03-27,bottled beer,2015,3,27,4
4812,2015-05-27,beverages,2015,5,27,2
3042,2015-05-10,other vegetables,2015,5,10,6
4988,2015-04-10,canned beer,2015,4,10,4
4486,2015-07-21,canned beer,2015,7,21,1
4069,2015-03-05,rolls/buns,2015,3,5,3
4600,2015-07-14,beef,2015,7,14,1
3588,2015-05-05,citrus fruit,2015,5,5,1
4175,2015-01-29,rolls/buns,2015,1,29,3
2599,2015-07-30,specialty chocolate,2015,7,30,3
4671,2015-07-15,frankfurter,2015,7,15,2
2270,2015-09-06,whole milk,2015,9,6,6
2494,2015-05-05,pip fruit,2015,5,5,1
1406,2015-12-28,tropical fruit,2015,12,28,0
3910,2015-12-18,liver loaf,2015,12,18,4
3358,2015-02-21,citrus fruit,2015,2,21,5
1943,2015-01-14,frankfurter,2015,1,14,2
1995,2015-12-06,soft cheese,2015,12,6,6
4666,2015-02-24,ham,2015,2,24,1
1994,2015-11-03,whole milk,2015,11,3,1
4892,2015-09-01,other vegetables,2015,9,1,1
3531,2015-08-29,sausage,2015,8,29,5
1148,2015-04-15,yogurt,2015,4,15,2
1787,2015-10-31,frozen meals,2015,10,31,5
4215,2015-05-31,pork,2015,5,31,6
2158,2015-01-08,rolls/buns,2015,1,8,3
2510,2015-09-29,margarine,2015,9,29,1
3180,2015-10-19,root vegetables,2015,10,19,0
3207,2015-08-08,pip fruit,2015,8,8,5
1226,2015-12-11,beef,2015,12,11,4
1682,2015-06-25,pip fruit,2015,6,25,3
1509,2015-04-11,chicken,2015,4,11,5
2364,2015-06-21,whole milk,2015,6,21,6
4679,2015-10-11,chicken,2015,10,11,6
4324,2015-05-01,sausage,2015,5,1,4
3497,2015-06-14,other vegetables,2015,6,14,6
1008,2015-07-21,tropical fruit,2015,7,21,1
4572,2015-10-29,sausage,2015,10,29,3
4030,2015-04-07,chicken,2015,4,7,1
2422,2015-12-08,hamburger meat,2015,12,8,1
2694,2015-11-24,whole milk,2015,11,24,1
3481,2015-03-08,citrus fruit,2015,3,8,6
3821,2015-03-01,ham,2015,3,1,6
3752,2015-08-20,whole milk,2015,8,20,3
3262,2015-08-12,frankfurter,2015,8,12,2
1370,2015-06-28,white bread,2015,6,28,6
1090,2015-08-31,sausage,2015,8,31,0
3862,2015-11-18,sliced cheese,2015,11,18,2
4495,2015-08-04,frankfurter,2015,8,4,1
2492,2015-01-11,yogurt,2015,1,11,6
4688,2015-01-08,root vegetables,2015,1,8,3
3633,2015-07-14,rolls/buns,2015,7,14,1
3709,2015-08-08,berries,2015,8,8,5
1220,2015-09-02,rolls/buns,2015,9,2,2
4236,2015-11-25,beef,2015,11,25,2
3308,2015-08-19,chicken,2015,8,19,2
1183,2015-12-06,sausage,2015,12,6,6
1999,2015-08-24,rolls/buns,2015,8,24,0
4828,2015-11-10,rolls/buns,2015,11,10,1
3608,2015-12-10,sausage,2015,12,10,3
3983,2015-09-09,butter milk,2015,9,9,2
3460,2015-07-24,pork,2015,7,24,4
1703,2015-02-21,pork,2015,2,21,5
1969,2015-07-23,sausage,2015,7,23,3
2646,2015-03-06,soda,2015,3,6,4
1777,2015-04-22,tropical fruit,2015,4,22,2
4967,2015-06-08,pip fruit,2015,6,8,0
4291,2015-07-29,citrus fruit,2015,7,29,2
2267,2015-11-11,semi-finished bread,2015,11,11,2
3579,2015-02-06,sausage,2015,2,6,4
3959,2015-05-10,tropical fruit,2015,5,10,6
2271,2015-11-20,whole milk,2015,11,20,4
3621,2015-09-04,berries,2015,9,4,4
3491,2015-11-06,ham,2015,11,6,4
1542,2015-04-28,curd,2015,4,28,1
4098,2015-09-01,soda,2015,9,1,1
4117,2015-11-08,pot plants,2015,11,8,6
3289,2015-03-31,yogurt,2015,3,31,1
1883,2015-05-11,meat,2015,5,11,0
3659,2015-06-21,citrus fruit,2015,6,21,6
1364,2015-06-20,root vegetables,2015,6,20,5
3184,2015-04-09,whole milk,2015,4,9,3
3113,2015-05-03,coffee,2015,5,3,6
1135,2015-04-29,whole milk,2015,4,29,2
1394,2015-02-14,whole milk,2015,2,14,5
2381,2015-01-13,sausage,2015,1,13,1
4110,2015-11-28,whole milk,2015,11,28,5
4043,2015-01-21,frankfurter,2015,1,21,2
3491,2015-06-06,fruit/vegetable juice,2015,6,6,5
2044,2015-12-16,meat,2015,12,16,2
4191,2015-04-28,other vegetables,2015,4,28,1
1312,2015-05-18,frankfurter,2015,5,18,0
2191,2015-10-11,specialty cheese,2015,10,11,6
1032,2015-08-23,yogurt,2015,8,23,6
3790,2015-10-28,chicken,2015,10,28,2
3588,2015-08-19,whole milk,2015,8,19,2
4598,2015-03-18,curd,2015,3,18,2
3394,2015-06-15,pastry,2015,6,15,0
2202,2015-06-24,frankfurter,2015,6,24,2
2431,2015-07-18,chicken,2015,7,18,5
4207,2015-03-17,frozen dessert,2015,3,17,1
2580,2015-10-24,tropical fruit,2015,10,24,5
4825,2015-09-06,tropical fruit,2015,9,6,6
4368,2015-12-10,sausage,2015,12,10,3
4852,2015-06-17,whole milk,2015,6,17,2
1595,2015-06-20,finished products,2015,6,20,5
1678,2015-09-14,pork,2015,9,14,0
4667,2015-07-05,beef,2015,7,5,6
2631,2015-09-27,sausage,2015,9,27,6
1623,2015-01-03,citrus fruit,2015,1,3,5
1784,2015-05-26,pip fruit,2015,5,26,1
2379,2015-09-19,soda,2015,9,19,5
4361,2015-01-27,other vegetables,2015,1,27,1
3419,2015-07-25,tropical fruit,2015,7,25,5
1286,2015-12-08,whole milk,2015,12,8,1
1236,2015-11-05,whole milk,2015,11,5,3
3585,2015-06-03,ham,2015,6,3,2
4773,2015-09-11,tropical fruit,2015,9,11,4
4114,2015-05-04,canned beer,2015,5,4,0
4700,2015-03-16,ham,2015,3,16,0
4120,2015-01-12,chicken,2015,1,12,0
3416,2015-07-07,grapes,2015,7,7,1
1038,2015-02-04,whole milk,2015,2,4,2
3267,2015-01-18,frankfurter,2015,1,18,6
3402,2015-06-01,curd,2015,6,1,0
3013,2015-08-21,bottled beer,2015,8,21,4
4807,2015-01-27,beef,2015,1,27,1
2172,2015-02-03,citrus fruit,2015,2,3,1
1388,2015-03-04,UHT-milk,2015,3,4,2
3309,2015-01-21,salty snack,2015,1,21,2
2194,2015-05-06,canned beer,2015,5,6,2
4603,2015-01-21,pork,2015,1,21,2
1631,2015-05-02,domestic eggs,2015,5,2,5
2712,2015-11-09,other vegetables,2015,11,9,0
2757,2015-04-28,beef,2015,4,28,1
4761,2015-08-09,sausage,2015,8,9,6
2688,2015-11-22,dish cleaner,2015,11,22,6
2458,2015-08-23,frankfurter,2015,8,23,6
4087,2015-08-26,frankfurter,2015,8,26,2
4677,2015-10-15,frankfurter,2015,10,15,3
3250,2015-12-04,tropical fruit,2015,12,4,4
3488,2015-08-19,frankfurter,2015,8,19,2
1679,2015-06-24,other vegetables,2015,6,24,2
4820,2015-07-23,whole milk,2015,7,23,3
2079,2015-05-16,soda,2015,5,16,5
2460,2015-10-27,chicken,2015,10,27,1
4286,2015-06-06,other vegetables,2015,6,6,5
3050,2015-10-08,whole milk,2015,10,8,3
2888,2015-05-09,sausage,2015,5,9,5
2376,2015-05-28,sausage,2015,5,28,3
4748,2015-03-23,pork,2015,3,23,0
2311,2015-06-06,bottled water,2015,6,6,5
4765,2015-05-07,butter milk,2015,5,7,3
4199,2015-04-08,soda,2015,4,8,2
2592,2015-03-20,chicken,2015,3,20,4
1403,2015-05-15,frankfurter,2015,5,15,4
4031,2015-03-01,frankfurter,2015,3,1,6
1416,2015-04-03,sausage,2015,4,3,4
4022,2015-04-24,chicken,2015,4,24,4
3674,2015-03-22,beverages,2015,3,22,6
3430,2015-04-16,fruit/vegetable juice,2015,4,16,3
1113,2015-03-29,pork,2015,3,29,6
4178,2015-01-22,frankfurter,2015,1,22,3
4037,2015-09-05,soda,2015,9,5,5
3917,2015-09-13,whipped/sour cream,2015,9,13,6
4658,2015-07-14,sausage,2015,7,14,1
1408,2015-07-23,root vegetables,2015,7,23,3
4940,2015-04-17,liquor,2015,4,17,4
1639,2015-10-10,frankfurter,2015,10,10,5
4139,2015-11-26,coffee,2015,11,26,3
2799,2015-06-17,butter,2015,6,17,2
4041,2015-10-16,soda,2015,10,16,4
3508,2015-07-02,seasonal products,2015,7,2,3
1584,2015-11-03,frankfurter,2015,11,3,1
4006,2015-02-07,canned beer,2015,2,7,5
4593,2015-07-04,other vegetables,2015,7,4,5
4875,2015-08-22,pastry,2015,8,22,5
2534,2015-09-08,pet care,2015,9,8,1
2413,2015-12-13,baking powder,2015,12,13,6
1909,2015-10-01,sausage,2015,10,1,3
4367,2015-11-15,sugar,2015,11,15,6
4240,2015-10-28,pet care,2015,10,28,2
1866,2015-08-11,pet care,2015,8,11,1
3905,2015-06-19,berries,2015,6,19,4
4906,2015-09-16,tropical fruit,2015,9,16,2
4478,2015-04-12,soda,2015,4,12,6
2765,2015-07-22,beef,2015,7,22,2
4178,2015-11-13,tropical fruit,2015,11,13,4
4330,2015-06-22,finished products,2015,6,22,0
1659,2015-03-25,chewing gum,2015,3,25,2
2406,2015-10-24,curd,2015,10,24,5
3465,2015-01-15,chicken,2015,1,15,3
3178,2015-10-22,bottled beer,2015,10,22,3
2218,2015-02-07,herbs,2015,2,7,5
3980,2015-09-04,yogurt,2015,9,4,4
2519,2015-03-14,sausage,2015,3,14,5
2568,2015-09-10,sausage,2015,9,10,3
1130,2015-01-15,tropical fruit,2015,1,15,3
1231,2015-05-20,white wine,2015,5,20,2
2654,2015-09-22,frankfurter,2015,9,22,1
3913,2015-03-21,canned beer,2015,3,21,5
3276,2015-02-23,chicken,2015,2,23,0
4094,2015-03-30,turkey,2015,3,30,0
3997,2015-07-19,curd cheese,2015,7,19,6
2313,2015-02-18,berries,2015,2,18,2
2716,2015-10-09,tropical fruit,2015,10,9,4
3923,2015-01-27,frankfurter,2015,1,27,1
4541,2015-04-18,coffee,2015,4,18,5
4524,2015-08-26,whole milk,2015,8,26,2
1750,2015-08-02,onions,2015,8,2,6
1527,2015-12-30,domestic eggs,2015,12,30,2
1379,2015-01-07,other vegetables,2015,1,7,2
2380,2015-09-10,hamburger meat,2015,9,10,3
3259,2015-02-09,sausage,2015,2,9,0
3268,2015-07-13,citrus fruit,2015,7,13,0
3117,2015-03-03,pork,2015,3,3,1
1972,2015-02-06,pork,2015,2,6,4
1154,2015-06-04,root vegetables,2015,6,4,3
2408,2015-03-25,sausage,2015,3,25,2
2400,2015-03-22,bottled beer,2015,3,22,6
1286,2015-08-03,herbs,2015,8,3,0
3505,2015-07-21,soda,2015,7,21,1
4503,2015-12-19,tropical fruit,2015,12,19,5
4292,2015-03-27,sausage,2015,3,27,4
4906,2015-09-30,soda,2015,9,30,2
2745,2015-08-04,tropical fruit,2015,8,4,1
4682,2015-05-17,sausage,2015,5,17,6
2553,2015-01-02,whole milk,2015,1,2,4
3985,2015-02-18,beverages,2015,2,18,2
2741,2015-09-28,liver loaf,2015,9,28,0
2642,2015-01-04,frankfurter,2015,1,4,6
1873,2015-02-14,yogurt,2015,2,14,5
3738,2015-07-15,other vegetables,2015,7,15,2
2042,2015-11-17,yogurt,2015,11,17,1
4669,2015-05-27,whole milk,2015,5,27,2
2045,2015-08-16,pork,2015,8,16,6
3450,2015-03-10,berries,2015,3,10,1
2225,2015-12-03,berries,2015,12,3,3
2290,2015-10-09,other vegetables,2015,10,9,4
4494,2015-02-11,chicken,2015,2,11,2
3539,2015-01-24,root vegetables,2015,1,24,5
1002,2015-04-26,tropical fruit,2015,4,26,6
3222,2015-05-08,citrus fruit,2015,5,8,4
1711,2015-11-22,frankfurter,2015,11,22,6
2436,2015-11-24,misc. beverages,2015,11,24,1
2888,2015-12-20,pip fruit,2015,12,20,6
4665,2015-02-26,sausage,2015,2,26,3
2977,2015-03-01,rolls/buns,2015,3,1,6
3052,2015-04-07,citrus fruit,2015,4,7,1
4943,2015-07-28,sausage,2015,7,28,1
1323,2015-03-11,syrup,2015,3,11,2
1604,2015-04-11,pip fruit,2015,4,11,5
2794,2015-12-09,whole milk,2015,12,9,2
2253,2015-07-21,frankfurter,2015,7,21,1
2873,2015-03-09,other vegetables,2015,3,9,0
2707,2015-06-22,bottled water,2015,6,22,0
2718,2015-01-25,whole milk,2015,1,25,6
3711,2015-08-07,whole milk,2015,8,7,4
2960,2015-02-17,finished products,2015,2,17,1
1702,2015-01-14,whole milk,2015,1,14,2
4347,2015-07-03,pork,2015,7,3,4
2913,2015-04-07,chocolate marshmallow,2015,4,7,1
3893,2015-04-15,root vegetables,2015,4,15,2
1950,2015-10-23,sausage,2015,10,23,4
3205,2015-03-20,sausage,2015,3,20,4
1943,2015-03-24,bottled water,2015,3,24,1
3604,2015-05-18,frankfurter,2015,5,18,0
2048,2015-12-16,pork,2015,12,16,2
2176,2015-08-08,frozen meals,2015,8,8,5
2659,2015-06-15,tropical fruit,2015,6,15,0
3841,2015-01-02,ham,2015,1,2,4
1077,2015-12-09,tropical fruit,2015,12,9,2
2403,2015-11-28,whole milk,2015,11,28,5
3324,2015-08-24,whole milk,2015,8,24,0
4976,2015-11-07,misc. beverages,2015,11,7,5
3894,2015-06-11,finished products,2015,6,11,3
3718,2015-10-18,berries,2015,10,18,6
3652,2015-09-18,other vegetables,2015,9,18,4
4867,2015-03-01,berries,2015,3,1,6
1845,2015-05-28,onions,2015,5,28,3
2233,2015-08-28,yogurt,2015,8,28,4
1958,2015-03-07,berries,2015,3,7,5
1535,2015-01-14,shopping bags,2015,1,14,2
2187,2015-08-16,whole milk,2015,8,16,6
4557,2015-10-19,turkey,2015,10,19,0
1482,2015-02-21,pip fruit,2015,2,21,5
4614,2015-07-06,pip fruit,2015,7,6,0
1341,2015-09-16,other vegetables,2015,9,16,2
4768,2015-03-13,hamburger meat,2015,3,13,4
3683,2015-04-12,pork,2015,4,12,6
3471,2015-05-29,pastry,2015,5,29,4
4698,2015-10-25,newspapers,2015,10,25,6
4134,2015-11-28,canned beer,2015,11,28,5
1357,2015-07-28,ham,2015,7,28,1
2617,2015-05-22,whole milk,2015,5,22,4
2834,2015-12-26,beef,2015,12,26,5
1921,2015-10-25,pip fruit,2015,10,25,6
1248,2015-08-25,beef,2015,8,25,1
3945,2015-04-10,seasonal products,2015,4,10,4
2265,2015-07-29,other vegetables,2015,7,29,2
1046,2015-06-18,whole milk,2015,6,18,3
1484,2015-02-24,root vegetables,2015,2,24,1
3355,2015-10-18,pork,2015,10,18,6
4563,2015-05-16,pork,2015,5,16,5
4255,2015-08-15,newspapers,2015,8,15,5
3741,2015-11-21,rolls/buns,2015,11,21,5
2990,2015-12-08,beef,2015,12,8,1
1655,2015-11-20,sausage,2015,11,20,4
1878,2015-02-22,brown bread,2015,2,22,6
3877,2015-11-01,pork,2015,11,1,6
3370,2015-12-11,root vegetables,2015,12,11,4
3084,2015-04-19,hamburger meat,2015,4,19,6
1472,2015-06-07,root vegetables,2015,6,7,6
3160,2015-01-22,chewing gum,2015,1,22,3
1854,2015-07-26,other vegetables,2015,7,26,6
4113,2015-07-19,tropical fruit,2015,7,19,6
1551,2015-11-08,frankfurter,2015,11,8,6
3195,2015-01-30,canned beer,2015,1,30,4
1170,2015-01-12,chicken,2015,1,12,0
2653,2015-07-12,whole milk,2015,7,12,6
3494,2015-04-07,citrus fruit,2015,4,7,1
4787,2015-05-25,pork,2015,5,25,0
2008,2015-10-21,whole milk,2015,10,21,2
3692,2015-02-20,hamburger meat,2015,2,20,4
1016,2015-04-23,soft cheese,2015,4,23,3
4667,2015-02-23,sausage,2015,2,23,0
4191,2015-10-05,pork,2015,10,5,0
2015,2015-12-05,pork,2015,12,5,5
3002,2015-02-19,tropical fruit,2015,2,19,3
4068,2015-10-01,frankfurter,2015,10,1,3
4432,2015-09-25,canned beer,2015,9,25,4
3406,2015-05-17,sausage,2015,5,17,6
1844,2015-10-02,root vegetables,2015,10,2,4
4793,2015-02-24,soda,2015,2,24,1
3363,2015-05-18,canned beer,2015,5,18,0
2160,2015-06-10,bottled beer,2015,6,10,2
1448,2015-03-19,pork,2015,3,19,3
1346,2015-08-05,pip fruit,2015,8,5,2
3863,2015-06-13,brown bread,2015,6,13,5
4611,2015-08-03,other vegetables,2015,8,3,0
1368,2015-07-15,beef,2015,7,15,2
1808,2015-04-02,long life bakery product,2015,4,2,3
4589,2015-08-12,sausage,2015,8,12,2
2814,2015-10-21,onions,2015,10,21,2
4848,2015-06-23,pork,2015,6,23,1
3454,2015-12-17,frankfurter,2015,12,17,3
1118,2015-07-27,ham,2015,7,27,0
1863,2015-11-02,tropical fruit,2015,11,2,0
3154,2015-05-01,rolls/buns,2015,5,1,4
3251,2015-12-26,frankfurter,2015,12,26,5
4964,2015-11-30,whole milk,2015,11,30,0
4537,2015-12-20,other vegetables,2015,12,20,6
2063,2015-11-27,root vegetables,2015,11,27,4
4873,2015-04-27,rolls/buns,2015,4,27,0
1841,2015-10-05,pip fruit,2015,10,5,0
4420,2015-02-25,rolls/buns,2015,2,25,2
3593,2015-08-27,frankfurter,2015,8,27,3
4123,2015-12-14,frankfurter,2015,12,14,0
4571,2015-05-04,citrus fruit,2015,5,4,0
4503,2015-11-26,pastry,2015,11,26,3
4526,2015-01-18,other vegetables,2015,1,18,6
2241,2015-10-18,ham,2015,10,18,6
3694,2015-12-17,cat food,2015,12,17,3
4988,2015-12-20,pork,2015,12,20,6
4327,2015-04-26,citrus fruit,2015,4,26,6
2061,2015-12-15,sausage,2015,12,15,1
3345,2015-09-30,soda,2015,9,30,2
1937,2015-01-19,citrus fruit,2015,1,19,0
2055,2015-08-11,other vegetables,2015,8,11,1
4362,2015-08-05,ham,2015,8,5,2
4716,2015-01-03,sausage,2015,1,3,5
4657,2015-01-14,sausage,2015,1,14,2
3281,2015-06-16,sausage,2015,6,16,1
3252,2015-02-15,sausage,2015,2,15,6
4410,2015-05-10,hygiene articles,2015,5,10,6
4396,2015-12-06,beef,2015,12,6,6
3683,2015-05-12,canned beer,2015,5,12,1
2493,2015-07-08,onions,2015,7,8,2
1788,2015-04-15,sausage,2015,4,15,2
1846,2015-05-18,sausage,2015,5,18,0
4685,2015-04-11,yogurt,2015,4,11,5
2237,2015-09-02,chicken,2015,9,2,2
3755,2015-09-28,beef,2015,9,28,0
1280,2015-12-08,UHT-milk,2015,12,8,1
4019,2015-06-08,pork,2015,6,8,0
4875,2015-03-10,tropical fruit,2015,3,10,1
3552,2015-02-09,canned vegetables,2015,2,9,0
3134,2015-07-06,tropical fruit,2015,7,6,0
4797,2015-04-07,sausage,2015,4,7,1
1443,2015-04-03,frankfurter,2015,4,3,4
2171,2015-03-31,rolls/buns,2015,3,31,1
4153,2015-05-27,pickled vegetables,2015,5,27,2
2476,2015-05-05,citrus fruit,2015,5,5,1
1550,2015-05-14,potato products,2015,5,14,3
1885,2015-12-25,turkey,2015,12,25,4
2592,2015-01-10,sausage,2015,1,10,5
4607,2015-11-17,white wine,2015,11,17,1
3600,2015-11-26,hamburger meat,2015,11,26,3
2848,2015-11-15,chicken,2015,11,15,6
4160,2015-04-19,turkey,2015,4,19,6
2800,2015-02-02,dessert,2015,2,2,0
4882,2015-10-31,tropical fruit,2015,10,31,5
1908,2015-10-06,beef,2015,10,6,1
2045,2015-07-12,pork,2015,7,12,6
4728,2015-02-15,white bread,2015,2,15,6
4680,2015-08-22,root vegetables,2015,8,22,5
4780,2015-05-04,frankfurter,2015,5,4,0
1107,2015-06-05,citrus fruit,2015,6,5,4
3329,2015-02-21,rolls/buns,2015,2,21,5
4122,2015-04-24,tropical fruit,2015,4,24,4
2690,2015-04-11,cream cheese ,2015,4,11,5
2186,2015-02-14,sausage,2015,2,14,5
4871,2015-11-15,turkey,2015,11,15,6
1608,2015-02-21,frankfurter,2015,2,21,5
1116,2015-07-23,chicken,2015,7,23,3
1566,2015-11-19,tropical fruit,2015,11,19,3
3629,2015-04-13,chicken,2015,4,13,0
1835,2015-01-04,root vegetables,2015,1,4,6
1853,2015-03-02,chicken,2015,3,2,0
1880,2015-09-15,bottled beer,2015,9,15,1
2476,2015-04-12,ketchup,2015,4,12,6
1349,2015-10-05,canned beer,2015,10,5,0
3284,2015-01-28,tropical fruit,2015,1,28,2
1660,2015-07-26,beef,2015,7,26,6
1866,2015-02-15,whole milk,2015,2,15,6
1678,2015-08-23,bottled water,2015,8,23,6
2327,2015-04-08,pork,2015,4,8,2
4710,2015-09-05,pork,2015,9,5,5
4563,2015-06-27,pip fruit,2015,6,27,5
4555,2015-03-31,specialty chocolate,2015,3,31,1
4160,2015-12-06,citrus fruit,2015,12,6,6
2006,2015-08-12,frankfurter,2015,8,12,2
3120,2015-12-06,sausage,2015,12,6,6
3750,2015-02-28,root vegetables,2015,2,28,5
4985,2015-12-26,root vegetables,2015,12,26,5
2108,2015-11-08,tropical fruit,2015,11,8,6
2072,2015-02-19,pip fruit,2015,2,19,3
2391,2015-06-27,sausage,2015,6,27,5
1047,2015-04-01,curd,2015,4,1,2
2464,2015-07-19,beef,2015,7,19,6
2029,2015-08-07,frankfurter,2015,8,7,4
3704,2015-01-22,root vegetables,2015,1,22,3
1807,2015-12-18,frankfurter,2015,12,18,4
2337,2015-08-15,hamburger meat,2015,8,15,5
4614,2015-10-24,vinegar,2015,10,24,5
4105,2015-05-29,tropical fruit,2015,5,29,4
2600,2015-12-05,pip fruit,2015,12,5,5
4335,2015-12-10,citrus fruit,2015,12,10,3
4582,2015-11-13,fruit/vegetable juice,2015,11,13,4
3306,2015-12-29,frankfurter,2015,12,29,1
4789,2015-11-09,whole milk,2015,11,9,0
4744,2015-01-20,hamburger meat,2015,1,20,1
3029,2015-05-31,long life bakery product,2015,5,31,6
1144,2015-01-28,soda,2015,1,28,2
2273,2015-11-27,hamburger meat,2015,11,27,4
1475,2015-12-17,frankfurter,2015,12,17,3
1173,2015-10-22,hard cheese,2015,10,22,3
2148,2015-07-19,newspapers,2015,7,19,6
3334,2015-03-05,chicken,2015,3,5,3
2200,2015-10-10,soft cheese,2015,10,10,5
3973,2015-02-09,pip fruit,2015,2,9,0
2695,2015-04-07,tropical fruit,2015,4,7,1
3053,2015-12-25,hamburger meat,2015,12,25,4
2964,2015-11-08,finished products,2015,11,8,6
2494,2015-06-13,pot plants,2015,6,13,5
1603,2015-07-09,whole milk,2015,7,9,3
1264,2015-07-12,tropical fruit,2015,7,12,6
2809,2015-10-04,whole milk,2015,10,4,6
3180,2015-09-15,bottled beer,2015,9,15,1
4539,2015-09-03,whole milk,2015,9,3,3
2990,2015-06-29,frankfurter,2015,6,29,0
1969,2015-11-02,citrus fruit,2015,11,2,0
1191,2015-08-08,hamburger meat,2015,8,8,5
2690,2015-10-20,cream,2015,10,20,1
3803,2015-10-20,sausage,2015,10,20,1
3999,2015-04-19,yogurt,2015,4,19,6
3677,2015-11-30,sausage,2015,11,30,0
1168,2015-11-02,bottled beer,2015,11,2,0
1324,2015-12-27,misc. beverages,2015,12,27,6
3829,2015-10-07,pickled vegetables,2015,10,7,2
2664,2015-09-20,chicken,2015,9,20,6
3002,2015-01-22,chicken,2015,1,22,3
4305,2015-06-23,herbs,2015,6,23,1
2633,2015-02-14,frankfurter,2015,2,14,5
1120,2015-01-14,soda,2015,1,14,2
2870,2015-02-25,white bread,2015,2,25,2
2977,2015-11-16,chicken,2015,11,16,0
2135,2015-01-25,beef,2015,1,25,6
4460,2015-12-07,root vegetables,2015,12,7,0
2961,2015-07-21,soda,2015,7,21,1
2109,2015-09-24,yogurt,2015,9,24,3
1023,2015-06-28,white bread,2015,6,28,6
2645,2015-06-26,syrup,2015,6,26,4
2910,2015-04-12,whole milk,2015,4,12,6
3251,2015-09-11,salt,2015,9,11,4
2309,2015-12-29,whole milk,2015,12,29,1
2553,2015-06-21,other vegetables,2015,6,21,6
4100,2015-04-22,sausage,2015,4,22,2
2580,2015-11-17,other vegetables,2015,11,17,1
4628,2015-10-12,fish,2015,10,12,0
1073,2015-08-06,pip fruit,2015,8,6,3
1459,2015-07-18,citrus fruit,2015,7,18,5
3752,2015-08-21,dishes,2015,8,21,4
4655,2015-03-21,meat,2015,3,21,5
2484,2015-06-20,pork,2015,6,20,5
4990,2015-03-15,sausage,2015,3,15,6
2356,2015-02-02,pip fruit,2015,2,2,0
3476,2015-04-21,bottled water,2015,4,21,1
4643,2015-01-25,whole milk,2015,1,25,6
3287,2015-02-02,onions,2015,2,2,0
3468,2015-11-14,liver loaf,2015,11,14,5
2779,2015-12-27,meat,2015,12,27,6
3811,2015-11-05,root vegetables,2015,11,5,3
